datetime,equity
2020-04-28 01:00:00,10149.9035291923
2020-04-30 02:00:00,11672.566345819281
2020-04-30 10:00:00,12768.786963598472
2020-04-30 13:00:00,13613.514887538693
2020-04-30 16:00:00,13788.05038531574
2020-04-30 17:00:00,13577.589854658778
2020-05-01 03:00:00,12663.47221310147
2020-05-01 04:00:00,12157.00194786027
2020-05-04 00:00:00,11732.19428796572
2020-05-04 01:00:00,11170.46816260112
2020-05-04 05:00:00,10593.667666087076
2020-05-04 06:00:00,10148.265955255769
2020-05-06 10:00:00,10573.737017646552
2020-05-06 23:00:00,10712.285669544213
2020-05-07 10:00:00,10782.282317890884
2020-05-07 22:00:00,11405.722367139848
2020-05-08 00:00:00,12429.894642704176
2020-05-08 13:00:00,12930.510379256826
2020-05-08 17:00:00,13116.78002093637
2020-05-08 23:00:00,12879.430751437276
2020-05-15 10:00:00,12810.094058040342
2020-05-15 20:00:00,12241.564347461594
2020-05-16 02:00:00,12167.043951512496
2020-05-18 12:00:00,12031.572315756097
2020-05-18 15:00:00,11829.212730611138
2020-05-19 01:00:00,11529.70449999232
2020-05-20 08:00:00,11509.411644441852
2020-05-29 12:00:00,11489.058313840567
2020-05-29 16:00:00,11480.66669816622
2020-05-30 00:00:00,11318.817698778514
2020-05-31 22:00:00,11033.221567442883
2020-06-02 23:00:00,10305.304986096746
2020-06-05 13:00:00,10266.69269234287
2020-06-06 10:00:00,10239.41767705323
2020-06-23 16:00:00,10330.807646403202
2020-06-23 17:00:00,10404.896003066307
2020-07-07 23:00:00,10308.54798130134
2020-07-09 13:00:00,10260.400889872077
2020-07-24 14:00:00,10295.751443276047
2020-07-24 17:00:00,10243.272575612915
2020-07-27 08:00:00,10637.481539955335
2020-07-27 10:00:00,10925.16055956515
2020-07-28 03:00:00,11683.968309208287
2020-07-28 04:00:00,12637.792256354533
2020-07-28 13:00:00,13389.981734189874
2020-07-28 16:00:00,13698.859110083597
2020-07-28 17:00:00,13776.952733852457
2020-07-28 22:00:00,13444.632793981536
2020-07-28 23:00:00,13307.084183960567
2020-07-30 23:00:00,13308.007287998555
2020-08-01 15:00:00,13658.464785407576
2020-08-01 16:00:00,14044.898986842438
2020-08-02 05:00:00,13618.511951606377
2020-08-02 18:00:00,13110.867833993903
2020-08-02 19:00:00,12470.052820448851
2020-08-02 20:00:00,11698.591392024924
2020-08-04 15:00:00,11534.518865424208
2020-08-05 01:00:00,11387.228556952135
2020-08-06 11:00:00,11664.667632321676
2020-08-06 12:00:00,11879.326572929187
2020-08-06 13:00:00,12137.774422728527
2020-08-06 14:00:00,12324.865407207551
2020-08-06 16:00:00,12524.065236920744
2020-08-06 22:00:00,12671.765943904496
2020-08-07 04:00:00,12887.966565742377
2020-08-09 23:00:00,12794.397273269593
2020-08-11 02:00:00,12646.61764159706
2020-08-15 19:00:00,12685.046528082315
2020-08-18 13:00:00,12732.980097928914
2020-09-02 23:00:00,12166.733621323527
2020-09-14 03:00:00,11911.687208397649
2020-09-15 12:00:00,12375.547270491683
2020-09-15 13:00:00,12609.248333007827
2020-09-15 14:00:00,12779.959652868407
2020-09-17 16:00:00,12527.791946497171
2020-09-17 18:00:00,12401.905017864668
2020-09-18 02:00:00,12400.940196469683
2020-09-20 11:00:00,12188.171546179976
2020-09-29 14:00:00,12051.345569042194
2020-10-02 08:00:00,11584.357340973718
2020-10-10 06:00:00,12110.26144357126
2020-10-10 11:00:00,12412.832455826814
2020-10-11 02:00:00,12375.95997938749
2020-10-15 13:00:00,12237.604811094972
2020-10-20 13:00:00,12527.246728256927
2020-10-20 15:00:00,12650.686920015916
2020-10-20 16:00:00,12877.108398155793
2020-10-21 11:00:00,13491.539236449878
2020-10-22 04:00:00,14028.871522695279
2020-10-22 14:00:00,14241.15060839435
2020-10-22 23:00:00,14462.748926895247
2020-10-26 03:00:00,14241.36994641193
2020-10-27 13:00:00,14434.947330301713
2020-10-28 11:00:00,14305.643348016194
2020-10-28 15:00:00,13900.976722163392
2020-10-28 23:00:00,13541.000773988484
2020-10-30 14:00:00,13472.862022328552
2020-10-30 18:00:00,13447.136743659636
2020-10-31 00:00:00,13471.961764125765
2020-11-01 09:00:00,13258.59205284587
2020-11-01 10:00:00,13172.193741256517
2020-11-04 13:00:00,13326.806150829487
2020-11-04 15:00:00,13520.312386548938
2020-11-04 23:00:00,13643.862565495125
2020-11-05 16:00:00,14751.983558235266
2020-11-05 17:00:00,15766.720759028334
2020-11-06 02:00:00,17334.26188240372
2020-11-06 17:00:00,17844.171799539945
2020-11-06 22:00:00,17901.887434817898
2020-11-06 23:00:00,17878.70255202815
2020-11-07 00:00:00,17594.8794698425
2020-11-07 02:00:00,17525.544841125313
2020-11-10 08:00:00,17501.206556390996
2020-11-10 11:00:00,16933.374427897204
2020-11-10 12:00:00,16631.68148337409
2020-11-12 11:00:00,16825.55554742551
2020-11-12 16:00:00,17214.941198410677
2020-11-12 17:00:00,17303.60234266566
2020-11-17 10:00:00,17706.44087178829
2020-11-17 13:00:00,18376.571563075384
2020-11-17 16:00:00,19521.07137432006
2020-11-17 21:00:00,20611.427236823645
2020-11-18 12:00:00,21745.229327703717
2020-11-18 13:00:00,22948.642633741725
2020-11-18 15:00:00,23657.426064131418
2020-11-18 16:00:00,23901.26616417132
2020-11-18 17:00:00,24028.78675088582
2020-11-18 18:00:00,24210.600267250844
2020-11-19 04:00:00,23498.148142606155
2020-11-19 05:00:00,23843.50813327474
2020-11-21 07:00:00,24445.306383539766
2020-11-21 14:00:00,24610.161161368604
2020-11-21 15:00:00,24796.68768380241
2020-11-21 23:00:00,24852.988034591483
2020-11-22 12:00:00,24138.403167283766
2020-11-24 13:00:00,24881.89221050149
2020-11-25 09:00:00,25094.611528718106
2020-12-01 13:00:00,24584.18130208743
2020-12-01 14:00:00,24352.303431539825
2020-12-01 15:00:00,24316.32795890299
2020-12-01 16:00:00,24135.370358206936
2020-12-02 11:00:00,23779.719673685802
2020-12-04 16:00:00,23325.672522550125
2020-12-05 06:00:00,22910.287540119727
2020-12-07 00:00:00,22965.514711383206
2020-12-16 01:00:00,22886.40529776131
2020-12-17 10:00:00,26165.292826013676
2020-12-17 11:00:00,30170.44721066575
2020-12-17 12:00:00,35319.24682912074
2020-12-17 13:00:00,39672.76334503247
2020-12-17 14:00:00,44363.63023578724
2020-12-18 09:00:00,45477.85324879348
2020-12-20 14:00:00,45961.55696268006
2020-12-20 15:00:00,46598.6162054947
2020-12-20 16:00:00,45979.45732070613
2020-12-26 09:00:00,47763.50530687944
2020-12-26 10:00:00,49271.60261187751
2020-12-26 11:00:00,49828.13002324006
2020-12-26 14:00:00,52606.52061688212
2020-12-27 14:00:00,56638.58385228675
2020-12-27 16:00:00,59371.41912268819
2020-12-27 20:00:00,58988.475488626835
2020-12-27 21:00:00,58312.04048348467
2020-12-28 06:00:00,57097.48759975305
2020-12-28 11:00:00,55557.06538257175
2020-12-28 12:00:00,55338.291179633736
2020-12-31 00:00:00,58244.63223587001
2020-12-31 03:00:00,60290.5188742236
2020-12-31 06:00:00,61213.43584637676
2020-12-31 08:00:00,63840.15908907044
2021-01-01 01:00:00,65327.94279188754
2021-01-02 12:00:00,68403.013169487
2021-01-03 12:00:00,76183.57746476578
2021-01-03 13:00:00,81818.89680796565
2021-01-03 16:00:00,82359.8414872476
2021-01-03 20:00:00,90151.09904707015
2021-01-04 05:00:00,87663.23439989658
2021-01-06 19:00:00,90504.39814755545
2021-01-07 04:00:00,95926.02686570407
2021-01-07 20:00:00,104156.5707021084
2021-01-08 18:00:00,106886.9854239099
2021-01-09 11:00:00,104966.52907530176
2021-01-09 15:00:00,104222.2927192875
2021-01-11 01:00:00,94406.24226325903
2021-01-30 08:00:00,88157.06603634192
2021-01-30 09:00:00,81964.75057214523
2021-02-02 19:00:00,86690.07234452768
2021-02-03 00:00:00,92786.98307825119
2021-02-03 09:00:00,94200.97308462622
2021-02-04 06:00:00,98338.81905195143
2021-02-04 07:00:00,102773.73525663844
2021-02-04 14:00:00,103503.42778473614
2021-02-05 08:00:00,104682.35136009126
2021-02-05 09:00:00,104031.59202570425
2021-02-06 15:00:00,111995.86939171054
2021-02-07 01:00:00,111522.72859587007
2021-02-09 12:00:00,117486.31257013034
2021-02-09 13:00:00,126638.76189502905
2021-02-09 19:00:00,138500.19257715903
2021-02-09 23:00:00,138743.44236086452
2021-02-10 15:00:00,131462.00640899572
2021-02-13 04:00:00,133205.07708139747
2021-02-13 05:00:00,135000.87640497583
2021-02-17 12:00:00,138810.7788408022
2021-02-18 16:00:00,141007.02955661635
2021-02-18 20:00:00,140596.0074273876
2021-02-21 16:00:00,143128.01889713306
2021-03-04 11:00:00,136769.55333853752
2021-03-04 20:00:00,130593.80186683247
2021-03-05 03:00:00,124659.22162217008
2021-03-08 23:00:00,128020.75572378933
2021-03-09 03:00:00,136322.17465298634
2021-03-10 01:00:00,139131.0708803834
2021-03-10 14:00:00,143322.9068870901
2021-03-11 00:00:00,143640.14873696349
2021-03-11 01:00:00,146546.04018077225
2021-03-11 09:00:00,144418.95390465448
2021-03-30 08:00:00,146543.49129127772
2021-03-30 09:00:00,148764.39495452537
2021-03-30 15:00:00,150848.28587227152
2021-03-31 12:00:00,148200.085740828
2021-04-01 02:00:00,149322.68999218207
2021-04-11 03:00:00,152063.7707950229
2021-04-11 04:00:00,149206.5169675074
2021-04-11 05:00:00,146281.3553705282
2021-04-14 08:00:00,149085.6458696038
2021-04-14 09:00:00,150651.74030987266
2021-04-14 15:00:00,149942.01503997823
2021-04-15 08:00:00,146939.63314097686
2021-04-16 19:00:00,143012.92873365092
2021-04-28 06:00:00,141555.4437635838
2021-04-28 20:00:00,139580.3343093845
2021-05-01 13:00:00,143651.0683831144
2021-05-01 14:00:00,147420.8355715296
2021-05-01 15:00:00,147854.2692358414
2021-05-01 23:00:00,148041.89534692364
2021-05-04 14:00:00,140436.70634381915
2021-05-04 16:00:00,131045.39916334511
2021-05-11 12:00:00,125854.31352746484
2021-05-11 15:00:00,120964.1970666562
2021-06-04 05:00:00,114498.51290816296
2021-06-05 01:00:00,113872.16162547929
2021-06-14 16:00:00,123518.71571164516
2021-06-14 20:00:00,125263.51024489403
2021-06-15 01:00:00,127663.84617957316
2021-06-15 13:00:00,126842.91077667206
2021-06-16 18:00:00,120998.62739761478
2021-06-30 12:00:00,117053.9390884575
2021-07-04 22:00:00,119809.75548756585
2021-07-05 07:00:00,115297.51596049128
2021-07-05 23:00:00,110146.91572810539
2021-07-24 22:00:00,113140.95726896873
2021-07-24 23:00:00,115294.11340195886
2021-07-26 05:00:00,129474.25981125596
2021-07-26 23:00:00,136288.7426947804
2021-07-27 00:00:00,138976.77821258747
2021-07-27 01:00:00,133826.81734562526
2021-07-27 20:00:00,134811.45997554273
2021-07-29 17:00:00,137016.8160853565
2021-07-29 18:00:00,133965.77453874814
2021-07-31 20:00:00,136703.90520402943
2021-07-31 23:00:00,134379.48535795853
2021-08-01 00:00:00,133761.27280949804
2021-08-07 15:00:00,137481.00263530362
2021-08-07 16:00:00,141334.62506688223
2021-08-08 16:00:00,141426.3556562984
2021-08-09 06:00:00,136558.93911180843
2021-08-14 20:00:00,133784.3070282139
2021-08-15 09:00:00,131093.9513995739
2021-08-21 14:00:00,132283.35561485708
2021-08-22 11:00:00,133982.45673764448
2021-08-24 01:00:00,131683.89186038414
2021-08-24 02:00:00,129437.1809015586
2021-08-24 03:00:00,127060.94635705445
2021-08-27 00:00:00,121797.63486214358
2021-09-04 14:00:00,120013.10199406184
2021-09-06 20:00:00,120662.54358883477
2021-09-07 11:00:00,119785.01695579653
2021-09-07 12:00:00,118852.68422555353
2021-09-07 22:00:00,105730.37665569138
2021-09-16 15:00:00,105165.46999003728
2021-09-17 04:00:00,104656.69714568475
2021-10-02 10:00:00,105752.27740952845
2021-10-04 17:00:00,106520.24877671618
2021-10-04 18:00:00,107554.5728689883
2021-10-06 09:00:00,108434.5362960945
2021-10-06 15:00:00,119865.3385629281
2021-10-06 20:00:00,127940.80328118865
2021-10-07 12:00:00,130908.5962445108
2021-10-07 13:00:00,132373.41826548168
2021-10-09 08:00:00,129760.35311948591
2021-10-11 04:00:00,131085.23502441784
2021-10-12 20:00:00,126603.45419667613
2021-10-14 20:00:00,127596.08963217975
2021-10-15 01:00:00,125346.94577595379
2021-10-16 02:00:00,130570.75851917578
2021-10-16 16:00:00,128782.07258732352
2021-10-16 20:00:00,125614.27556120566
2021-10-19 00:00:00,124436.48369340201
2021-10-20 19:00:00,128697.62085892454
2021-10-20 20:00:00,132437.98373058988
2021-10-21 12:00:00,133845.64015236258
2021-10-21 13:00:00,131232.14891328206
2021-10-21 14:00:00,125297.57227198778
2021-10-22 01:00:00,120612.85498170323
2021-10-22 02:00:00,116758.05067588971
2021-10-22 11:00:00,114177.61671714352
2021-11-03 09:00:00,114529.29276433152
2021-11-03 14:00:00,112078.75648114209
2021-11-03 15:00:00,108834.29217399047
2021-11-09 00:00:00,113217.93535826304
2021-11-09 01:00:00,117437.1818593182
2021-11-09 23:00:00,116345.64700949813
2021-11-11 14:00:00,110852.4870080728
2021-11-11 18:00:00,105897.35083677771
2021-12-24 17:00:00,108082.564280409
2021-12-24 19:00:00,108090.1775306386
2021-12-28 14:00:00,102940.46707589302
2021-12-28 17:00:00,95316.84704488698
2022-01-13 21:00:00,93209.86692047356
2022-01-14 01:00:00,91168.79947977231
2022-01-16 11:00:00,91096.25922194571
2022-01-30 13:00:00,90665.88112583259
2022-01-30 14:00:00,91157.04605398305
2022-01-30 18:00:00,91259.57180993841
2022-01-30 20:00:00,89709.43322816372
2022-02-02 09:00:00,90336.27098562475
2022-02-07 23:00:00,93338.42067591108
2022-02-08 16:00:00,91713.7159457028
2022-02-09 06:00:00,89447.56527394503
2022-02-09 09:00:00,88469.88609053277
2022-02-09 12:00:00,89814.15364923114
2022-02-10 19:00:00,89605.57534352352
2022-02-11 11:00:00,86667.42277127695
2022-02-11 15:00:00,84234.4221666955
2022-02-27 00:00:00,82392.41455268361
2022-02-28 12:00:00,79203.85920097194
2022-03-01 14:00:00,87171.5986524738
2022-03-01 15:00:00,93240.5809527156
2022-03-01 16:00:00,98710.19472166737
2022-03-01 22:00:00,101260.96689962396
2022-03-03 14:00:00,98119.00601588459
2022-03-19 17:00:00,98620.01176604234
2022-03-23 02:00:00,99764.39462992556
2022-03-23 04:00:00,97272.25439294161
2022-03-23 06:00:00,97222.76396281541
2022-03-25 00:00:00,99331.53899944738
2022-03-25 14:00:00,102274.59288882371
2022-03-25 15:00:00,102983.30650214179
2022-03-28 15:00:00,108829.35816894629
2022-03-28 20:00:00,113171.26499625885
2022-03-28 21:00:00,115833.47868301084
2022-03-28 22:00:00,117956.55166776487
2022-03-29 00:00:00,119186.90706389809
2022-04-21 10:00:00,120481.22478381761
2022-04-21 11:00:00,121510.15585332096
2022-04-22 13:00:00,114446.61918178713
2022-05-18 23:00:00,107703.15170467323
2022-05-24 08:00:00,103403.30622129746
2022-05-31 20:00:00,105086.45710610153
2022-05-31 21:00:00,104944.27398030132
2022-06-01 01:00:00,106168.39046612677
2022-06-01 02:00:00,106536.97965741127
2022-06-01 10:00:00,106201.93358773565
2022-06-01 13:00:00,107368.70905403438
2022-06-01 15:00:00,102965.86876987011
2022-06-01 17:00:00,96678.91384256905
2022-06-07 19:00:00,95377.47797269844
2022-06-24 22:00:00,96831.33771725268
2022-07-06 19:00:00,96517.22499129437
2022-07-06 20:00:00,96210.54843516652
2022-07-08 14:00:00,99987.89889491917
2022-07-08 16:00:00,102814.16624938557
2022-07-08 18:00:00,104593.74075187056
2022-07-08 19:00:00,104517.71563894914
2022-07-09 09:00:00,104939.19203856691
2022-07-09 12:00:00,105624.00708349362
2022-07-09 15:00:00,103677.32498083689
2022-07-17 16:00:00,102140.09224244284
2022-07-17 17:00:00,100613.4584720547
2022-07-19 05:00:00,101338.40144927548
2022-07-19 06:00:00,99336.71622931352
2022-07-19 15:00:00,101330.93154532454
2022-07-19 19:00:00,109790.1755816854
2022-07-19 23:00:00,114500.91234639818
2022-07-20 00:00:00,118006.56364515595
2022-07-20 15:00:00,123348.44576155406
2022-07-21 00:00:00,124520.25808527181
2022-07-23 08:00:00,120903.47202049382
2022-07-30 14:00:00,122452.99414318413
2022-07-31 13:00:00,118638.00351964882
2022-08-09 08:00:00,116910.66705558589
2022-08-10 01:00:00,112766.60833492239
2022-08-12 00:00:00,112393.53499930464
2022-08-12 01:00:00,109970.2536736215
2022-08-12 12:00:00,105212.1233687901
2022-09-13 01:00:00,106151.84334445788
2022-09-13 07:00:00,106526.33570108916
2022-09-13 11:00:00,107560.63779945092
2022-09-28 03:00:00,100302.97123424795
2022-09-28 13:00:00,94985.4388685297
2022-09-28 14:00:00,91136.7961503277
2022-10-01 13:00:00,90480.21884430198
2022-10-05 08:00:00,91576.81174124
2022-10-05 13:00:00,90776.82918202247
2022-10-05 14:00:00,89755.19559346969
2022-10-05 20:00:00,88249.38928281191
2022-10-18 12:00:00,88746.24378343738
2022-10-18 13:00:00,88557.77650983424
2022-10-18 14:00:00,88331.44447325605
2022-10-24 22:00:00,87260.72532441249
2022-10-25 00:00:00,86323.19802801336
2022-10-26 15:00:00,91122.60302806996
2022-10-26 16:00:00,95496.56929904243
2022-10-26 17:00:00,98826.95843739268
2022-10-26 18:00:00,100897.3451251683
2022-10-26 20:00:00,103685.28177212822
2022-10-27 14:00:00,102369.22111986534
2022-12-01 00:00:00,104288.88666253521
2022-12-01 18:00:00,104306.75215473902
2022-12-01 19:00:00,103722.63610493336
2022-12-02 13:00:00,102498.17246085827
2022-12-06 00:00:00,101491.08862634553
2022-12-06 04:00:00,99451.50022260933
2022-12-06 08:00:00,97595.85699934889
2022-12-14 09:00:00,99816.42173351842
2022-12-14 10:00:00,102305.0248575512
2022-12-14 13:00:00,102213.89075908328
2022-12-15 15:00:00,98629.64730947682
2022-12-15 16:00:00,94774.84067027399
2022-12-15 18:00:00,90451.87753230061
2023-01-10 00:00:00,90630.36883866183
2023-01-10 02:00:00,90600.05655012399
2023-01-12 23:00:00,95184.98286897452
2023-01-13 00:00:00,98008.35893912622
2023-01-13 01:00:00,101158.70156596757
2023-01-13 13:00:00,104272.26585872528
2023-01-13 14:00:00,110089.82189720667
2023-01-13 17:00:00,112503.66493751756
2023-01-13 18:00:00,115489.30064094871
2023-01-14 15:00:00,124683.18698413744
2023-01-14 21:00:00,131522.38259473772
2023-01-15 00:00:00,130672.4158263955
2023-01-15 01:00:00,129715.43836240028
2023-01-17 01:00:00,128869.13956104957
2023-01-17 02:00:00,128189.17516169406
2023-01-18 14:00:00,129078.78115514135
2023-01-21 02:00:00,138095.10725241282
2023-01-21 12:00:00,150871.13645703657
2023-01-21 14:00:00,163823.32056171875
2023-01-21 16:00:00,178320.44662721606
2023-01-21 17:00:00,193961.46310042133
2023-01-21 18:00:00,210902.45337286458
2023-01-21 20:00:00,218578.9015153469
2023-01-21 21:00:00,227222.32531091323
2023-01-26 21:00:00,222277.0219950358
2023-01-30 19:00:00,211855.6577479736
2023-02-03 00:00:00,206307.57881050932
2023-02-16 19:00:00,220116.49094046772
2023-02-16 20:00:00,223981.57130642707
2023-02-17 00:00:00,216074.16441162289
2023-02-17 16:00:00,209006.5883483641
2023-02-18 22:00:00,208716.48793407113
2023-02-22 02:00:00,202525.9914093205
2023-03-14 14:00:00,222666.90404088568
2023-03-14 15:00:00,240541.75511660415
2023-03-19 16:00:00,245703.57005648024
2023-03-20 16:00:00,242546.0923182925
2023-03-20 20:00:00,243538.8266723338
2023-03-21 13:00:00,245451.13584977476
2023-03-22 16:00:00,248216.25400651857
2023-03-23 14:00:00,243571.04275084913
2023-03-23 15:00:00,243397.19710118085
2023-03-23 17:00:00,241589.9052299698
2023-03-31 02:00:00,234806.91635505122
2023-03-31 03:00:00,232105.92931359052
2023-04-06 00:00:00,226786.04032762643
2023-04-11 15:00:00,240698.87950713004
2023-04-11 16:00:00,249776.00029502463
2023-04-11 17:00:00,258752.83171273113
2023-04-11 22:00:00,264627.60954049526
2023-04-12 02:00:00,263127.4822417907
2023-04-12 19:00:00,260205.41040978945
2023-04-14 15:00:00,258503.47262625175
2023-04-15 00:00:00,255385.15972667767
2023-04-15 01:00:00,251971.43567325422
2023-04-27 20:00:00,262568.67012652854
2023-05-06 14:00:00,256668.09934468335
2023-05-06 16:00:00,249043.72152607594
2023-05-19 12:00:00,246091.04633898588
2023-05-19 14:00:00,242412.5600878434
2023-05-29 18:00:00,242914.49948705465
2023-05-29 22:00:00,239448.44156607176
2023-05-29 23:00:00,236678.57115146169
2023-05-30 00:00:00,232706.79796656393
2023-06-21 17:00:00,251562.51231625216
2023-06-21 18:00:00,270231.8068102674
2023-06-21 20:00:00,288332.173738363
2023-06-22 01:00:00,301417.2552169439
2023-06-22 16:00:00,299948.7223107125
2023-06-24 15:00:00,292026.28218469524
2023-06-24 16:00:00,286240.64595850627
2023-06-24 17:00:00,279893.9013377796
2023-07-01 04:00:00,275579.6173723776
2023-07-04 15:00:00,274851.6795870615
2023-07-04 16:00:00,274058.0823635253
2023-07-07 10:00:00,264757.65272597736
2023-07-14 19:00:00,251915.51420706674
2023-08-09 16:00:00,249971.31917977455
2023-08-09 17:00:00,247659.03281775833
2023-08-09 20:00:00,243739.10038458405
2023-08-09 21:00:00,241123.53276934146
2023-08-09 22:00:00,239666.26148183827
2023-08-30 14:00:00,236405.05401462817
2023-09-15 00:00:00,236178.81781838497
2023-09-15 13:00:00,234312.7563612729
2023-09-19 10:00:00,234743.71779677333
2023-09-19 12:00:00,232771.2025510337
2023-09-19 13:00:00,230294.99855148216
2023-09-19 15:00:00,231660.12835212742
2023-10-02 22:00:00,228069.26683516472
2023-10-03 16:00:00,223258.9093843855
2023-10-06 13:00:00,219370.9449324362
2023-10-17 13:00:00,221881.41636873712
2023-10-17 14:00:00,224070.28914811334
2023-10-19 04:00:00,220580.3407077668
2023-10-19 05:00:00,217552.4900744062
2023-10-20 15:00:00,223694.3794480167
2023-10-21 02:00:00,227510.30431335105
2023-10-21 03:00:00,230252.6605396925
2023-10-21 08:00:00,230200.87574619133
2023-10-21 12:00:00,232154.90546439862
2023-10-22 17:00:00,230924.6934795646
2023-10-22 18:00:00,228498.6842908142
2023-10-22 19:00:00,226312.8021939264
2023-10-24 02:00:00,257657.26140988502
2023-10-24 03:00:00,285632.5316029151
2023-10-24 16:00:00,312331.3916309109
2023-10-24 17:00:00,340770.1879830837
2023-10-24 19:00:00,367679.9142966664
2023-10-24 20:00:00,392619.64634745533
2023-10-24 22:00:00,402684.8790255477
2023-10-24 23:00:00,415129.26705823786
2023-10-25 00:00:00,420904.4992127634
2023-10-25 02:00:00,414157.9023417729
2023-10-26 16:00:00,406028.2434011399
2023-11-02 20:00:00,400856.39772222895
2023-11-05 22:00:00,399030.42461835075
2023-11-08 20:00:00,399492.9953724496
2023-11-10 02:00:00,405591.3037452393
2023-11-10 04:00:00,407588.1751742256
2023-11-10 13:00:00,405253.5703294592
2023-11-10 14:00:00,396265.9761680697
2023-11-10 15:00:00,395936.60064800415
2023-11-10 16:00:00,407046.7886166689
2023-11-11 16:00:00,404339.27937806986
2023-11-20 23:00:00,404858.34241332975
2023-11-21 17:00:00,397557.8697210247
2023-11-25 15:00:00,392009.51295752893
2023-11-25 16:00:00,392367.2048397859
2023-12-02 08:00:00,396694.12716001266
2023-12-02 09:00:00,397549.84603014233
2023-12-02 16:00:00,397084.9918777877
2023-12-03 19:00:00,398831.3903766588
2023-12-03 21:00:00,400179.42632256076
2023-12-04 22:00:00,419807.4303667492
2023-12-05 01:00:00,431763.028396942
2023-12-05 22:00:00,455451.438091713
2023-12-06 16:00:00,468235.6177844375
2023-12-06 17:00:00,474371.3159257774
2023-12-06 18:00:00,476770.8453200956
2023-12-09 20:00:00,472916.6703114904
2023-12-09 21:00:00,467191.81883604353
2023-12-20 14:00:00,483987.0678045339
2023-12-21 13:00:00,488483.72290881205
2023-12-21 14:00:00,484974.11208666564
2023-12-21 20:00:00,488557.5684326613
2023-12-23 01:00:00,483233.7941858608
2024-01-03 00:00:00,484093.5589315307
2024-01-03 01:00:00,489565.5462744504
2024-01-05 22:00:00,485290.4652704328
2024-01-06 01:00:00,491662.20595813193
2024-01-09 12:00:00,505196.71914965264
2024-01-09 17:00:00,519177.35713246174
2024-01-09 18:00:00,517389.91981731605
2024-01-09 19:00:00,516266.3040660453
2024-01-12 14:00:00,486327.04899402347
2024-01-29 04:00:00,480835.31312595366
2024-01-29 05:00:00,476559.1550980501
2024-01-30 16:00:00,479865.47746604274
2024-02-08 20:00:00,494701.9685364988
2024-02-10 02:00:00,505482.83864996163
2024-02-10 03:00:00,520014.5954740871
2024-02-10 12:00:00,518337.9803714944
2024-02-10 14:00:00,521129.09562338464
