timestamp,open,high,low,close,volume
2025-01-30 04:00:40.738,0.33272771190857864,0.33605498902766445,0.3294004347894928,0.33272771190857864,1938984979.2854123
2025-01-30 05:03:50.528,0.33308077253866786,0.33641158026405454,0.32974996481328117,0.33308077253866786,1953384599.9385912
2025-01-30 06:02:30.242,0.3314921602398481,0.3348070818422466,0.32817723863744963,0.3314921602398481,1954651599.9771764
2025-01-30 07:03:58.904,0.3313477031445519,0.33466118017599744,0.3280342261131064,0.3313477031445519,1913857778.3636963
2025-01-30 08:03:38.025,0.3310080459777204,0.3343181264374976,0.32769796551794317,0.3310080459777204,1924042494.3384755
2025-01-30 09:04:03.220,0.3307430407274332,0.33405047113470754,0.3274356103201589,0.3307430407274332,1907767386.526658
2025-01-30 10:03:40.147,0.3318904352250405,0.33520933957729093,0.3285715308727901,0.3318904352250405,1884093422.6988473
2025-01-30 11:02:13.420,0.33174816860439177,0.33506565029043567,0.32843068691834787,0.33174816860439177,1865733270.713573
2025-01-30 12:08:44.586,0.3316678767673079,0.334984555534981,0.3283511979996348,0.3316678767673079,1862440589.0500724
2025-01-30 13:04:09.014,0.33106378617057375,0.3343744240322795,0.327753148308868,0.33106378617057375,1848728265.2578137
2025-01-30 14:02:44.958,0.3327898724215628,0.33611777114577845,0.3294619736973472,0.3327898724215628,1880102174.7931774
2025-01-30 15:02:53.232,0.3371621247432444,0.3405337459906769,0.33379050349581196,0.3371621247432444,1926214084.069847
2025-01-30 16:03:42.851,0.33694605420632007,0.3403155147483833,0.33357659366425685,0.33694605420632007,1971391919.0055091
2025-01-30 17:04:03.707,0.334901541750561,0.3382505571680666,0.33155252633305543,0.334901541750561,1992450125.692037
2025-01-30 18:03:52.767,0.33413863783524217,0.3374800242135946,0.33079725145688976,0.33413863783524217,1991525615.5340555
2025-01-30 19:03:55.409,0.33490914596165317,0.3382582374212697,0.3315600545020366,0.33490914596165317,1974260436.3689973
2025-01-30 20:03:49.793,0.3348470278736822,0.338195498152419,0.3314985575949454,0.3348470278736822,1627999647.2730227
2025-01-30 21:04:00.349,0.33226970324361904,0.33559240027605525,0.32894700621118284,0.33226970324361904,1426623473.9312878
2025-01-30 22:08:26.519,0.3313349097208953,0.3346482588181042,0.32802156062368637,0.3313349097208953,1342938147.5870612
2025-01-30 23:08:41.560,0.3321142376526931,0.33543538002922,0.3287930952761662,0.3321142376526931,1328299913.517068
