timestamp,open,high,low,close,volume
2025-01-30 04:01:47.789,239.96557945784448,242.36523525242293,237.56592366326603,239.96557945784448,6877114117.379326
2025-01-30 05:03:50.786,241.20571278750066,243.61776991537567,238.79365565962564,241.20571278750066,7046032989.664863
2025-01-30 06:03:44.944,239.65594336982238,242.0525028035206,237.25938393612415,239.65594336982238,7229339914.723221
2025-01-30 07:03:53.889,238.83776090001308,241.22613850901323,236.44938329101294,238.83776090001308,7185632803.102169
2025-01-30 08:03:35.629,238.32512875029892,240.7083800378019,235.94187746279593,238.32512875029892,7269230404.202906
2025-01-30 09:04:03.539,239.53316883002387,241.9285005183241,237.13783714172362,239.53316883002387,7280112638.273582
2025-01-30 10:04:03.606,240.2954254624414,242.6983797170658,237.89247120781698,240.2954254624414,7296285478.324295
2025-01-30 11:04:07.992,241.12394843838584,243.5351879227697,238.71270895400198,241.12394843838584,7304579544.9365015
2025-01-30 12:07:06.436,241.22327678094447,243.63550954875393,238.81104401313502,241.22327678094447,7325650433.680177
2025-01-30 13:04:06.536,239.9168967926378,242.3160657605642,237.51772782471141,239.9168967926378,7225350740.789797
2025-01-30 14:03:46.674,240.30485159018477,242.7079001060866,237.90180307428292,240.30485159018477,7153390817.556407
2025-01-30 15:03:48.680,241.84088155149274,244.25929036700768,239.4224727359778,241.84088155149274,7173875593.533917
2025-01-30 16:03:45.594,242.28127063212347,244.7040833384447,239.85845792580224,242.28127063212347,7414631114.748747
2025-01-30 17:04:03.923,242.90396054458608,245.33300015003195,240.47492093914022,242.90396054458608,7472606731.284643
2025-01-30 18:04:05.134,241.15652245254492,243.56808767707037,238.74495722801947,241.15652245254492,7450866073.254497
2025-01-30 19:03:57.442,241.18724343429744,243.5991158686404,238.77537099995448,241.18724343429744,7323382452.442213
2025-01-30 20:03:49.142,241.11382058311398,243.52495878894513,238.70268237728283,241.11382058311398,6342873811.999985
2025-01-30 21:00:32.378,239.22406427457594,241.61630491732168,236.8318236318302,239.22406427457594,5780359199.86085
2025-01-30 22:01:52.700,240.22625445517227,242.62851699972398,237.82399191062055,240.22625445517227,5433042937.094442
2025-01-30 23:08:41.450,240.12987279245957,242.53117152038416,237.72857406453497,240.12987279245957,5397321090.388062
2025-01-31 00:02:40.778,238.81724491127733,241.2054173603901,236.42907246216456,238.81724491127733,5317129115.990427
2025-01-31 01:03:58.529,238.7683699800752,241.15605367987595,236.38068628027443,238.7683699800752,5227708551.664807
2025-01-31 02:03:56.705,237.74332950585313,240.12076280091165,235.3658962107946,237.74332950585313,5023692646.255028
2025-01-31 03:04:02.909,237.47519698216712,239.84994895198878,235.10044501234546,237.47519698216712,4918468152.934881
2025-01-31 04:04:02.853,236.0613729235577,238.4219866527933,233.70075919432213,236.0613729235577,4795342257.781752
2025-01-31 05:04:04.006,235.6458281998784,238.00228648187718,233.2893699178796,235.6458281998784,4623185914.934503
2025-01-31 06:03:37.202,237.37403356431818,239.74777389996137,235.000293228675,237.37403356431818,4410131514.728136
2025-01-31 07:03:52.091,237.7485239608659,240.12600920047456,235.37103872125724,237.7485239608659,3906016568.7233896
2025-01-31 08:08:31.393,235.94827679961335,238.30775956760948,233.58879403161723,235.94827679961335,4216733353.385756
2025-01-31 09:03:49.523,235.04442144369696,237.39486565813394,232.69397722925999,235.04442144369696,4239301327.262957
2025-01-31 10:08:09.109,235.73140298944693,238.0887170193414,233.37408895955247,235.73140298944693,4226667786.125683
2025-01-31 11:03:03.915,235.99605751671194,238.35601809187906,233.63609694154482,235.99605751671194,4223243766.4644556
2025-01-31 12:03:58.264,238.5321667605079,240.91748842811296,236.14684509290282,238.5321667605079,4284293252.5883594
2025-01-31 13:03:45.911,240.08272954808146,242.48355684356227,237.68190225260065,240.08272954808146,4358089241.2643385
2025-01-31 14:03:59.725,240.14156710216028,242.54298277318188,237.74015143113868,240.14156710216028,4339987640.323528
2025-01-31 15:03:55.609,236.8407383094532,239.20914569254774,234.47233092635867,236.8407383094532,4315216007.530621
2025-01-31 16:03:11.080,240.015694931454,242.41585188076854,237.61553798213944,240.015694931454,4247385409.340333
2025-01-31 17:06:51.370,238.18254951014606,240.5643750052475,235.8007240150446,238.18254951014606,4344961276.245308
2025-01-31 18:01:01.023,235.74381515051275,238.10125330201788,233.3863769990076,235.74381515051275,4307573607.230862
2025-01-31 19:02:34.191,229.7763943247514,232.0741582679989,227.4786303815039,229.7763943247514,4517305390.58225
2025-01-31 20:03:40.823,230.58557354943076,232.89142928492507,228.27971781393646,230.58557354943076,4649055811.183697
2025-01-31 21:03:45.859,229.35064062750672,231.6441470337818,227.05713422123165,229.35064062750672,4713947370.286388
2025-01-31 22:03:48.644,229.66007007270557,231.95667077343262,227.3634693719785,229.66007007270557,4788704180.43892
2025-01-31 23:04:09.042,230.87011156567644,233.1788126813332,228.56141045001968,230.87011156567644,4778315876.726826
2025-02-01 00:04:06.363,231.602073200465,233.91809393246965,229.28605246846033,231.602073200465,4757931973.315237
2025-02-01 01:03:52.826,232.22446303891866,234.54670766930784,229.90221840852948,232.22446303891866,4735455311.86657
2025-02-01 02:03:50.347,232.61554232784653,234.941697751125,230.28938690456806,232.61554232784653,4791884410.048521
2025-02-01 03:03:56.455,232.39128485362244,234.71519770215866,230.0673720050862,232.39128485362244,4849493116.335551
2025-02-01 04:03:59.711,231.17987269446022,233.49167142140482,228.8680739675156,231.17987269446022,4746104974.73111
2025-02-01 05:03:43.352,231.7811431309294,234.0989545622387,229.46333169962008,231.7811431309294,4706546964.758179
2025-02-01 06:00:55.487,232.61610233950444,234.9422633628995,230.28994131610938,232.61610233950444,4688106259.127188
