timestamp,open,high,low,close,volume
2025-01-30 04:01:57.045,105178.04867984517,106229.82916664363,104126.26819304672,105178.04867984517,51224702765.590065
2025-01-30 05:03:49.518,105402.31611817043,106456.33927935213,104348.29295698873,105402.31611817043,52882342643.45471
2025-01-30 06:03:48.600,105125.3428552742,106176.59628382693,104074.08942672146,105125.3428552742,53551735349.309906
2025-01-30 07:03:40.755,105192.17716115106,106244.09893276257,104140.25538953955,105192.17716115106,52978788318.9612
2025-01-30 08:03:39.373,105162.28920688407,106213.91209895292,104110.66631481523,105162.28920688407,54031750925.23464
2025-01-30 09:04:03.323,105068.55618632458,106119.24174818782,104017.87062446134,105068.55618632458,50162089926.63977
2025-01-30 10:04:02.800,105300.60344458018,106353.60947902598,104247.59741013437,105300.60344458018,53704688583.899864
2025-01-30 11:03:46.786,105314.44377232197,106367.5882100452,104261.29933459875,105314.44377232197,46389879991.796684
2025-01-30 12:04:44.070,105294.1238143463,106347.06505248976,104241.18257620283,105294.1238143463,53172202194.2579
2025-01-30 13:03:57.467,105033.27812610562,106083.61090736667,103982.94534484457,105033.27812610562,49840264903.20271
2025-01-30 14:03:45.989,104869.32058130573,105918.01378711879,103820.62737549267,104869.32058130573,51363272568.96799
2025-01-30 15:03:48.355,105892.90682330292,106951.83589153596,104833.9777550699,105892.90682330292,51423827977.22578
2025-01-30 16:03:42.085,105700.60377366941,106757.6098114061,104643.59773593272,105700.60377366941,55412445080.94161
2025-01-30 17:04:04.815,105684.10403389746,106740.94507423643,104627.26299355848,105684.10403389746,55971048969.96401
2025-01-30 18:04:03.176,105320.05136169468,106373.25187531163,104266.85084807774,105320.05136169468,56302963094.284386
2025-01-30 19:04:00.127,105611.5739729221,106667.68971265132,104555.45823319287,105611.5739729221,52939225582.67675
2025-01-30 20:03:52.221,105790.75505709808,106848.66260766906,104732.8475065271,105790.75505709808,48246315371.62608
2025-01-30 21:03:51.336,105188.81506348633,106240.7032141212,104136.92691285146,105188.81506348633,37851487550.49997
2025-01-30 22:03:41.158,105031.3530846565,106081.66661550307,103981.03955380993,105031.3530846565,43705540007.520836
2025-01-30 23:08:42.127,105121.06862147224,106172.27930768696,104069.85793525752,105121.06862147224,41379593261.503815
2025-01-31 00:03:42.553,104719.69018312056,105766.88708495177,103672.49328128935,104719.69018312056,41744206469.04635
2025-01-31 01:03:58.232,104859.2039947492,105907.7960346967,103810.6119548017,104859.2039947492,38512182060.15703
2025-01-31 02:04:01.918,104736.87599130778,105784.24475122086,103689.5072313947,104736.87599130778,39365717387.99521
2025-01-31 03:04:02.745,104322.18868785404,105365.41057473258,103278.9668009755,104322.18868785404,39267749387.88425
2025-01-31 04:04:00.347,104325.00174294008,105368.25176036947,103281.75172551068,104325.00174294008,29353141253.237312
2025-01-31 05:04:04.895,103991.35346005936,105031.26699465995,102951.43992545876,103991.35346005936,28000266035.163265
2025-01-31 06:03:39.901,104285.77813469055,105328.63591603746,103242.92035334365,104285.77813469055,32940063836.878822
2025-01-31 07:03:47.028,104506.3300564099,105551.393356974,103461.2667558458,104506.3300564099,35863397902.61589
2025-01-31 08:08:41.111,104217.79035004404,105259.96825354449,103175.6124465436,104217.79035004404,28509095825.085934
2025-01-31 09:03:49.222,104030.89604475061,105071.20500519812,102990.5870843031,104030.89604475061,37403828772.40668
2025-01-31 10:08:35.249,104310.04406200137,105353.14450262138,103266.94362138136,104310.04406200137,33715320815.841316
2025-01-31 11:03:53.757,104274.53389246491,105317.27923138956,103231.78855354026,104274.53389246491,37339348114.45696
2025-01-31 12:03:58.237,104740.66194955219,105788.06856904771,103693.25533005667,104740.66194955219,33946809860.549797
2025-01-31 13:03:39.917,104668.68597425931,105715.3728340019,103621.99911451672,104668.68597425931,38100622366.93912
2025-01-31 14:03:58.995,104614.28446002454,105660.42730462478,103568.1416154243,104614.28446002454,38343768166.16326
2025-01-31 15:03:57.258,104475.41308585052,105520.16721670903,103430.65895499202,104475.41308585052,33850718634.037865
2025-01-31 16:03:51.787,105480.45394517481,106535.25848462657,104425.64940572306,105480.45394517481,33056793479.31714
2025-01-31 17:03:24.091,105071.25945425681,106121.97204879938,104020.54685971425,105071.25945425681,34644104334.72545
2025-01-31 18:01:52.530,104623.76134295262,105669.99895638216,103577.52372952309,104623.76134295262,31499316826.5201
2025-01-31 19:03:37.911,102524.21520732481,103549.45735939806,101498.97305525157,102524.21520732481,39256489931.29626
2025-01-31 20:03:42.567,102310.35586633568,103333.45942499903,101287.25230767233,102310.35586633568,39431597548.23111
2025-01-31 21:03:46.250,101598.16372711949,102614.14536439069,100582.1820898483,101598.16372711949,42495844065.454155
2025-01-31 22:03:47.520,101921.93619140107,102941.15555331508,100902.71682948705,101921.93619140107,45372763898.17131
2025-01-31 23:02:43.624,102231.1283769451,103253.43966071455,101208.81709317565,102231.1283769451,46390618358.545944
2025-02-01 00:03:41.032,102404.93376107872,103428.98309868951,101380.88442346793,102404.93376107872,37366136226.18833
2025-02-01 01:03:55.213,102470.38402887621,103495.08786916499,101445.68018858744,102470.38402887621,42483296885.68748
2025-02-01 02:03:53.898,102512.46698695565,103537.59165682521,101487.34231708609,102512.46698695565,46248883536.45287
2025-02-01 03:02:18.060,102403.77977300351,103427.81757073355,101379.74197527347,102403.77977300351,46043695672.33697
2025-02-01 04:04:00.119,102249.72937645671,103272.22667022128,101227.23208269215,102249.72937645671,37219847751.11721
2025-02-01 05:03:50.170,102293.87636307711,103316.81512670788,101270.93759944635,102293.87636307711,44716554004.741455
2025-02-01 06:03:52.868,102475.68101584575,103500.43782600421,101450.92420568729,102475.68101584575,38468575084.29137
2025-02-01 07:03:34.749,102392.6088536625,103416.53494219913,101368.68276512588,102392.6088536625,40854196148.388084
2025-02-01 08:01:44.168,102185.38756205894,103207.24143767954,101163.53368643834,102185.38756205894,41017867899.581894
2025-02-01 09:00:32.068,101992.51177679887,103012.43689456685,100972.58665903089,101992.51177679887,43170756687.62666
2025-02-01 10:01:58.541,101615.24850144365,102631.40098645809,100599.09601642922,101615.24850144365,40950630637.33616
2025-02-01 11:03:29.726,101592.66990862337,102608.59660770961,100576.74320953713,101592.66990862337,44199401579.59235
2025-02-01 12:03:27.151,102019.51548371714,103039.71063855432,100999.32032887997,102019.51548371714,43390671077.62543
2025-02-01 13:08:14.013,102149.95154515926,103171.45106061085,101128.45202970767,102149.95154515926,40263757357.49234
2025-02-01 14:01:43.267,101860.22271648972,102878.82494365462,100841.62048932482,101860.22271648972,42760494494.903145
2025-02-01 15:03:35.304,101823.14984091595,102841.38133932512,100804.91834250679,101823.14984091595,36012347712.763176
2025-02-01 16:03:46.677,102108.3490479744,103129.43253845416,101087.26555749465,102108.3490479744,38898994915.755135
2025-02-01 17:04:17.276,101882.43146116784,102901.25577577951,100863.60714655617,101882.43146116784,36372572010.067406
2025-02-01 18:03:52.509,102239.73795237648,103262.13533190025,101217.34057285271,102239.73795237648,33982983819.328705
2025-02-01 19:03:48.670,101992.1932854985,103012.11521835349,100972.27135264353,101992.1932854985,31529163673.42172
2025-02-01 20:08:38.590,101476.28084876582,102491.04365725348,100461.51804027816,101476.28084876582,27948766656.074245
2025-02-01 21:02:12.714,101341.21144517073,102354.62355962244,100327.79933071902,101341.21144517073,26701827670.974792
2025-02-01 22:06:41.288,101393.69478953844,102407.63173743383,100379.75784164305,101393.69478953844,25369237126.299778
2025-02-01 23:03:47.631,100522.89746094769,101528.12643555716,99517.66848633821,100522.89746094769,25233528730.879044
2025-02-02 00:08:32.693,100503.92993660411,101508.96923597014,99498.89063723807,100503.92993660411,25367338078.921898
2025-02-02 01:03:46.645,101237.55570873898,102249.93126582637,100225.18015165158,101237.55570873898,21185081725.01439
2025-02-02 02:03:46.706,101161.8529126038,102173.47144172984,100150.23438347777,101161.8529126038,25624590580.91779
2025-02-02 03:03:32.220,100488.42869471373,101493.31298166087,99483.54440776659,100488.42869471373,26840136822.459103
2025-02-02 04:07:15.956,99092.333588406,100083.25692429006,98101.41025252195,99092.333588406,30869540941.338337
2025-02-02 05:03:36.344,99511.03304807426,100506.143378555,98515.92271759351,99511.03304807426,32800550446.45657
2025-02-02 06:03:39.315,100272.9911974196,101275.7211093938,99270.2612854454,100272.9911974196,33268112611.040897
2025-02-02 07:00:43.585,100355.30821794734,101358.86130012681,99351.75513576787,100355.30821794734,34162940923.42494
2025-02-02 08:03:58.356,99593.13977161376,100589.0711693299,98597.20837389762,99593.13977161376,23015348982.818996
2025-02-02 09:03:54.032,99794.68350624843,100792.63034131091,98796.73667118595,99794.68350624843,34844975742.23547
2025-02-02 10:03:36.248,99645.40771022183,100641.86178732404,98648.95363311961,99645.40771022183,35442664401.439514
2025-02-02 11:03:06.477,99342.03532242186,100335.45567564608,98348.61496919763,99342.03532242186,30277774414.931026
2025-02-02 12:03:48.001,98933.28243566968,99922.61526002637,97943.94961131299,98933.28243566968,38247378242.980705
2025-02-02 13:03:25.768,98201.26569873706,99183.27835572443,97219.25304174969,98201.26569873706,37287450038.32532
2025-02-02 14:03:58.403,98791.6437249441,99779.56016219353,97803.72728769465,98791.6437249441,41310151090.22821
2025-02-02 15:03:39.736,99259.48949920906,100252.08439420114,98266.89460421697,99259.48949920906,42312437070.84253
2025-02-02 16:01:38.424,99306.8359207168,100299.90427992397,98313.76756150962,99306.8359207168,39546583950.865974
2025-02-02 17:02:35.650,98196.81871091944,99178.78689802863,97214.85052381025,98196.81871091944,43695997575.17394
2025-02-02 18:03:38.840,97157.76217158206,98129.33979329788,96186.18454986623,97157.76217158206,49580332802.86192
